Date,Open,High,Low,Close,Adj Close,Volume,Daily Return,10-Day MA,30-Day MA,Volatility,Month
1980-12-12,0.5133928656578064,0.515625,0.5133928656578064,0.5133928656578064,0.4067815542221069,117258400,0.0,,,0.0022321343421936035,12
1980-12-15,0.4888392984867096,0.4888392984867096,0.4866071343421936,0.4866071343421936,0.385558158159256,43971200,-0.004566253473127178,,,0.002232164144515991,12
1980-12-16,0.453125,0.453125,0.4508928656578064,0.4508928656578064,0.3572602868080139,26432000,-0.004926089582772091,,,0.0022321343421936035,12
1980-12-17,0.4620535671710968,0.4642857015132904,0.4620535671710968,0.4620535671710968,0.3661033511161804,21610400,0.0,,,0.0022321343421936035,12
1980-12-18,0.4754464328289032,0.4776785671710968,0.4754464328289032,0.4754464328289032,0.3767151534557342,18362400,0.0,,,0.0022321343421936035,12
1980-12-19,0.5044642686843872,0.5066964030265808,0.5044642686843872,0.5044642686843872,0.3997070789337158,12157600,0.0,,,0.0022321343421936035,12
1980-12-22,0.5290178656578064,0.53125,0.5290178656578064,0.5290178656578064,0.4191618859767914,9340800,0.0,,,0.0022321343421936035,12
1980-12-23,0.5513392686843872,0.5535714030265808,0.5513392686843872,0.5513392686843872,0.4368479549884796,11737600,0.0,,,0.0022321343421936035,12
1980-12-24,0.5803571343421936,0.5825892686843872,0.5803571343421936,0.5803571343421936,0.4598398804664612,12000800,0.0,,,0.0022321343421936035,12
1980-12-26,0.6339285969734192,0.6361607313156128,0.6339285969734192,0.6339285969734192,0.5022867918014526,13893600,0.0,0.51875,,0.0022321343421936035,12
1980-12-29,0.6428571343421936,0.6450892686843872,0.6428571343421936,0.6428571343421936,0.509361207485199,23290400,0.0,0.5316964268684388,,0.0022321343421936035,12
1980-12-30,0.6294642686843872,0.6294642686843872,0.6272321343421936,0.6272321343421936,0.4969809353351593,17220000,-0.0035460858594227747,0.5457589268684387,,0.0022321343421936035,12
1980-12-31,0.6116071343421936,0.6116071343421936,0.609375,0.609375,0.4828320145606994,8937600,-0.0036496211650545044,0.5616071403026581,,0.0022321343421936035,12
1981-01-02,0.6160714030265808,0.6205357313156128,0.6160714030265808,0.6160714030265808,0.4881376624107361,5415200,0.0,0.5770089238882065,,0.004464328289031982,1
1981-01-05,0.6049107313156128,0.6049107313156128,0.6026785969734192,0.6026785969734192,0.4775262176990509,8932000,-0.0036900227201110527,0.5897321403026581,,0.0022321343421936035,1
1981-01-06,0.578125,0.578125,0.5758928656578064,0.5758928656578064,0.4563027024269104,11289600,-0.0038609891324429897,0.596875,,0.0022321343421936035,1
1981-01-07,0.5535714030265808,0.5535714030265808,0.5513392686843872,0.5513392686843872,0.4368479549884796,13921600,-0.0040322428687423065,0.5991071403026581,,0.0022321343421936035,1
1981-01-08,0.5424107313156128,0.5424107313156128,0.5401785969734192,0.5401785969734192,0.4280048310756683,9956800,-0.004115210509901933,0.5979910731315613,,0.0022321343421936035,1
1981-01-09,0.5691964030265808,0.5714285969734192,0.5691964030265808,0.5691964030265808,0.450996845960617,5376000,0.0,0.596875,,0.002232193946838379,1
1981-01-12,0.5691964030265808,0.5691964030265808,0.5647321343421936,0.5647321343421936,0.4474597573280334,5924800,-0.007843107687696914,0.5899553537368775,,0.004464268684387207,1
1981-01-13,0.546875,0.546875,0.5446428656578064,0.5446428656578064,0.4315420687198639,5762400,-0.004081617082868303,0.5801339268684387,,0.0022321343421936035,1
1981-01-14,0.546875,0.5491071343421936,0.546875,0.546875,0.4333106577396393,3572800,0.0,0.5720982134342194,,0.0022321343421936035,1
1981-01-15,0.5580357313156128,0.5625,0.5580357313156128,0.5580357313156128,0.4421537220478058,3516800,0.0,0.5669642865657807,,0.004464268684387207,1
1981-01-16,0.5558035969734192,0.5558035969734192,0.5535714030265808,0.5535714030265808,0.4386165738105774,3348800,-0.004016155992860787,0.5607142865657806,,0.002232193946838379,1
1981-01-19,0.5870535969734192,0.5892857313156128,0.5870535969734192,0.5870535969734192,0.4651458859443664,10393600,0.0,0.5591517865657807,,0.0022321343421936035,1
1981-01-20,0.5714285969734192,0.5714285969734192,0.5691964030265808,0.5691964030265808,0.450996845960617,7520800,-0.003906339232340191,0.5584821403026581,,0.002232193946838379,1
1981-01-21,0.5803571343421936,0.5848214030265808,0.5803571343421936,0.5803571343421936,0.4598398804664612,3976000,0.0,0.5613839268684387,,0.004464268684387207,1
1981-01-22,0.5870535969734192,0.5915178656578064,0.5870535969734192,0.5870535969734192,0.4651458859443664,8887200,0.0,0.5660714268684387,,0.004464268684387207,1
